Código,Descrição,Unidade medida,CPC,Seção,Divisão,Grupo,Classe,Subclasse
3808,"Treinamento na Área de Administração                                                                                    ",UN,929,"9: SERVIÇOS DA COMUNIDADE, PESSOAIS E SOCIAIS                                                                              ","92: SERVIÇOS DA INSTRUÇÃO/ EDUCAÇÃO/ ENSINO                                                                                 ","929: OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO                                                                               ",,
3816,"Treinamento na Área Econômico - Financeira                                                                              ",UN,929,"9: SERVIÇOS DA COMUNIDADE, PESSOAIS E SOCIAIS                                                                              ","92: SERVIÇOS DA INSTRUÇÃO/ EDUCAÇÃO/ ENSINO                                                                                 ","929: OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO                                                                               ",,
3824,"Treinamento na Área Jurídica                                                                                            ",UN,929,"9: SERVIÇOS DA COMUNIDADE, PESSOAIS E SOCIAIS                                                                              ","92: SERVIÇOS DA INSTRUÇÃO/ EDUCAÇÃO/ ENSINO                                                                                 ","929: OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO                                                                               ",,
3832,"Treinamento na Área de Engenharia                                                                                       ",UN,929,"9: SERVIÇOS DA COMUNIDADE, PESSOAIS E SOCIAIS                                                                              ","92: SERVIÇOS DA INSTRUÇÃO/ EDUCAÇÃO/ ENSINO                                                                                 ","929: OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO                                                                               ",,
3840,"Treinamento Informática - Sistema / Software                                                                            ",UNH,929,"9: SERVIÇOS DA COMUNIDADE, PESSOAIS E SOCIAIS                                                                              ","92: SERVIÇOS DA INSTRUÇÃO/ EDUCAÇÃO/ ENSINO                                                                                 ","929: OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO                                                                               ",,
3859,"Treinamento na Área de Recursos Humanos                                                                                 ",UN,929,"9: SERVIÇOS DA COMUNIDADE, PESSOAIS E SOCIAIS                                                                              ","92: SERVIÇOS DA INSTRUÇÃO/ EDUCAÇÃO/ ENSINO                                                                                 ","929: OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO                                                                               ",,
3867,"Treinamento na Área Comercial                                                                                           ",UN,929,"9: SERVIÇOS DA COMUNIDADE, PESSOAIS E SOCIAIS                                                                              ","92: SERVIÇOS DA INSTRUÇÃO/ EDUCAÇÃO/ ENSINO                                                                                 ","929: OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO                                                                               ",,
3875,"Treinamento na Área de Suprimento                                                                                       ",UN,929,"9: SERVIÇOS DA COMUNIDADE, PESSOAIS E SOCIAIS                                                                              ","92: SERVIÇOS DA INSTRUÇÃO/ EDUCAÇÃO/ ENSINO                                                                                 ","929: OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO                                                                               ",,
3883,"Curso/Treinamento - Idioma Estrangeiro                                                                                  ",UN,929,"9: SERVIÇOS DA COMUNIDADE, PESSOAIS E SOCIAIS                                                                              ","92: SERVIÇOS DA INSTRUÇÃO/ EDUCAÇÃO/ ENSINO                                                                                 ","929: OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO                                                                               ",,
3891,"Tradução, Adaptação e Versão de Textos                                                                                  ",UN,8391,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","83: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS                                                                   ","839: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS                                                                   ","8391: SERVIÇOS DE TRADUÇÃO E INTERPRETAÇÃO                                                                                    ",
3905,"Importação                                                                                                              ",UN,979,"9: SERVIÇOS DA COMUNIDADE, PESSOAIS E SOCIAIS                                                                              ","97: OUTROS SERVIÇOS                                                                                                         ","979: OUTROS SERVIÇOS DIVERSOS/MISCELÂNEA                                                                                     ",,
3913,"Desembaraço Alfandegário                                                                                                ",UN,823,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","82: SERVIÇOS LEGAIS/JURÍDICOS E DE CONTABILIDADE                                                                            ","823: SERVIÇOS DE ASSESSORIA/CONSULTORIA RELACIONADOS A TRIBUTAÇÃO(TAXAÇÃO/IMPOSTOS)                                          ",,
3921,"Despachos Aduaneiros                                                                                                    ",UN,839,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","83: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS                                                                   ","839: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS                                                                   ",,
3930,"Despachante - Documentos Pessoais                                                                                       ",UN,839,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","83: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS                                                                   ","839: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS                                                                   ",,
3948,"Despachante - Veículos                                                                                                  ",UN,839,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","83: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS                                                                   ","839: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS                                                                   ",,
3956,"Agenciamento Marítimo                                                                                                   ",UN,8599,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","85: SERVIÇOS DE SUPORTE                                                                                                     ","859: OUTROS SERVIÇOS DE SUPORTE                                                                                              ","8599: OUTROS SERVIÇOS DE SUPORTE N.C.P                                                                                        ",
3964,"Operação de Embarcações                                                                                                 ",UN,8599,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","85: SERVIÇOS DE SUPORTE                                                                                                     ","859: OUTROS SERVIÇOS DE SUPORTE                                                                                              ","8599: OUTROS SERVIÇOS DE SUPORTE N.C.P                                                                                        ",
3972,"Leiloeiros                                                                                                              ",UN,8599,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","85: SERVIÇOS DE SUPORTE                                                                                                     ","859: OUTROS SERVIÇOS DE SUPORTE                                                                                              ","8599: OUTROS SERVIÇOS DE SUPORTE N.C.P                                                                                        ",
3980,"Exploração Comercial de Hotéis / Pousadas                                                                               ",UN,631,"6: SERVIÇOS DE COMÉRCIO E DISTRIB; ALOJAMENTO; SERV. DE FORNEC.DE COMIDA, BEBIDA; SERV. DE TRANSP E DISTRIB. DE UTILIDADES.","63: ALOJAMENTO,SERVIÇOS DE FORNECIMENTO DE ALIMENTOS E BEBIDAS                                                              ","631: SERVIÇOS DE ALOJAMENTO                                                                                                  ",,
3999,"Limpeza e Conservação Predial ""Inativo""                                                                                 ",UN,97990,"9: SERVIÇOS DA COMUNIDADE, PESSOAIS E SOCIAIS                                                                              ","97: OUTROS SERVIÇOS                                                                                                         ","979: OUTROS SERVIÇOS DIVERSOS/MISCELÂNEA                                                                                     ","9799: OUTROS SERVIÇOS DIVERSOS/MISCELÂNEA N.C.P                                                                               ","97990: OUTROS SERVIÇOS DIVERSOS/MISCELÂNEA N.C.P                                                                               "
4006,"Locação de computadores / Periféricos                                                                                   ",UN,7327,"7: SERVIÇOS FINANCEIROS E AFINS; SERVIÇOS IMOBILIÁRIOS; SERVI- ÇOS DE LEASING E ALUGUEL                                    ","73: SERVIÇOS DE LEASING OU ALUGUEL SEM OPERADOR                                                                             ","732: SERVIÇOS DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS                                                               ","7327: SERVIÇOS DE LEASING OU ALUGUEL DE MAQUINARIA E EQUIPAMENTOS DE ARTESANATO                                               ",
4014,"Locação de Veículos - Leves / Pesados                                                                                   ",UN,732,"7: SERVIÇOS FINANCEIROS E AFINS; SERVIÇOS IMOBILIÁRIOS; SERVI- ÇOS DE LEASING E ALUGUEL                                    ","73: SERVIÇOS DE LEASING OU ALUGUEL SEM OPERADOR                                                                             ","732: SERVIÇOS DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS                                                               ",,
4022,"Locação de Veículos - Pesados                                                                                           ",D MÊS,7329,"7: SERVIÇOS FINANCEIROS E AFINS; SERVIÇOS IMOBILIÁRIOS; SERVI- ÇOS DE LEASING E ALUGUEL                                    ","73: SERVIÇOS DE LEASING OU ALUGUEL SEM OPERADOR                                                                             ","732: SERVIÇOS DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS                                                               ","7329: SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.                                                                    ",
4030,"Locação de Máquinas de Escavação / Terraplenagem / Agrícola                                                             ",UN,732,"7: SERVIÇOS FINANCEIROS E AFINS; SERVIÇOS IMOBILIÁRIOS; SERVI- ÇOS DE LEASING E ALUGUEL                                    ","73: SERVIÇOS DE LEASING OU ALUGUEL SEM OPERADOR                                                                             ","732: SERVIÇOS DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS                                                               ",,
4049,"Locação Equipamento Elevação / Movimentação de Carga                                                                    ",UN,732,"7: SERVIÇOS FINANCEIROS E AFINS; SERVIÇOS IMOBILIÁRIOS; SERVI- ÇOS DE LEASING E ALUGUEL                                    ","73: SERVIÇOS DE LEASING OU ALUGUEL SEM OPERADOR                                                                             ","732: SERVIÇOS DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS                                                               ",,
4057,"Locação de Andaimes                                                                                                     ",UN,732,"7: SERVIÇOS FINANCEIROS E AFINS; SERVIÇOS IMOBILIÁRIOS; SERVI- ÇOS DE LEASING E ALUGUEL                                    ","73: SERVIÇOS DE LEASING OU ALUGUEL SEM OPERADOR                                                                             ","732: SERVIÇOS DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS                                                               ",,
4065,"Locação de Equipamentos de Telecomunicações                                                                             ",UN,732,"7: SERVIÇOS FINANCEIROS E AFINS; SERVIÇOS IMOBILIÁRIOS; SERVI- ÇOS DE LEASING E ALUGUEL                                    ","73: SERVIÇOS DE LEASING OU ALUGUEL SEM OPERADOR                                                                             ","732: SERVIÇOS DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS                                                               ",,
4073,"Comercialização / Locação - Máquinas de Reprografia                                                                     ",,,,,,,
4081,"Prestação de Serviços Temporários                                                                                       ",UN,851,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","85: SERVIÇOS DE SUPORTE                                                                                                     ","851: SERVIÇOS DE AGÊNCIAS DE EMPREGOS E FORNECIMENTO DE PESSOAL                                                              ",,
4090,"Locação de Máquinas de Escrever e Calcular                                                                              ",UN,731,"7: SERVIÇOS FINANCEIROS E AFINS; SERVIÇOS IMOBILIÁRIOS; SERVI- ÇOS DE LEASING E ALUGUEL                                    ","73: SERVIÇOS DE LEASING OU ALUGUEL SEM OPERADOR                                                                             ","731: SERVIÇOS DE LEASING OU ALUGUEL DE MAQUINARIA E EQUIPAMENTOS SEM OPERADOR                                                ",,
4103,"Consultoria / Assessoria - Logística                                                                                    ",UN,831,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","83: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS                                                                   ","831: SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO                                                                            ",,
4111,"Informática - Disquete Formatado (Software)                                                                             ",UN,73310,"7: SERVIÇOS FINANCEIROS E AFINS; SERVIÇOS IMOBILIÁRIOS; SERVI- ÇOS DE LEASING E ALUGUEL                                    ","73: SERVIÇOS DE LEASING OU ALUGUEL SEM OPERADOR                                                                             ","733: SERVIÇOS DE LICENÇA PELO DIREITO DE USO DE ATIVOS NÃO-FINAN-CEIROS INTANGÍVEIS                                          ","7331: SERVIÇOS DE LICENÇA PELO DIREITO DE USO DE SOFTWARE                                                                     ","73310: SERVIÇOS DE LICENÇA PELO DIREITO DE USO DE SOFTWARE                                                                     "
4120,"Energia Elétrica - Fornecimento                                                                                         ",UN,6911,"6: SERVIÇOS DE COMÉRCIO E DISTRIB; ALOJAMENTO; SERV. DE FORNEC.DE COMIDA, BEBIDA; SERV. DE TRANSP E DISTRIB. DE UTILIDADES.","69: SERVIÇOS DE DISTRIBUIÇÃO DE ELETRICIDADE;DISTRIBUIÇÃO DE GÁSE DE ÁGUA ATRAVÉS DE TUBULAÇÃO                              ","691: SERVIÇOS DE DISTRIBUIÇÃO DE ELETRICIDADE E DISTRIBUIÇÃO DE  GÁS ATRAVÉS DE TUBULAÇÃO                                    ","6911: SERVIÇOS DE TRANSMISSÃO E DISTRIBUIÇÃO DE ELETRICIDADE                                                                  ",
4138,"Fornecimento de Gás Canalizado                                                                                          ",UN,6912,"6: SERVIÇOS DE COMÉRCIO E DISTRIB; ALOJAMENTO; SERV. DE FORNEC.DE COMIDA, BEBIDA; SERV. DE TRANSP E DISTRIB. DE UTILIDADES.","69: SERVIÇOS DE DISTRIBUIÇÃO DE ELETRICIDADE;DISTRIBUIÇÃO DE GÁSE DE ÁGUA ATRAVÉS DE TUBULAÇÃO                              ","691: SERVIÇOS DE DISTRIBUIÇÃO DE ELETRICIDADE E DISTRIBUIÇÃO DE  GÁS ATRAVÉS DE TUBULAÇÃO                                    ","6912: SERVIÇOS DE DISTRIBUIÇÃO DE GÁS ATRAVÉS DE TUBULAÇÃO                                                                    ",
4146,"Fornecimento de Água Canalizada                                                                                         ",UN,692,"6: SERVIÇOS DE COMÉRCIO E DISTRIB; ALOJAMENTO; SERV. DE FORNEC.DE COMIDA, BEBIDA; SERV. DE TRANSP E DISTRIB. DE UTILIDADES.","69: SERVIÇOS DE DISTRIBUIÇÃO DE ELETRICIDADE;DISTRIBUIÇÃO DE GÁSE DE ÁGUA ATRAVÉS DE TUBULAÇÃO                              ","692: SERVIÇOS DE DISTRIBUIÇÃO DE ÁGUA ATRAVÉS DE TUBULAÇÃO                                                                   ",,
4154,"Fornecimento de Água Engarrafada "" Inativo ""                                                                            ",UN,97990,"9: SERVIÇOS DA COMUNIDADE, PESSOAIS E SOCIAIS                                                                              ","97: OUTROS SERVIÇOS                                                                                                         ","979: OUTROS SERVIÇOS DIVERSOS/MISCELÂNEA                                                                                     ","9799: OUTROS SERVIÇOS DIVERSOS/MISCELÂNEA N.C.P                                                                               ","97990: OUTROS SERVIÇOS DIVERSOS/MISCELÂNEA N.C.P                                                                               "
4162,"Atos e Solenidades Ecumênicas                                                                                           ",UN,979,"9: SERVIÇOS DA COMUNIDADE, PESSOAIS E SOCIAIS                                                                              ","97: OUTROS SERVIÇOS                                                                                                         ","979: OUTROS SERVIÇOS DIVERSOS/MISCELÂNEA                                                                                     ",,
4170,"Serviço Funerário de Cremação / Sepultamento / Translado                                                                ",H UN,973,"9: SERVIÇOS DA COMUNIDADE, PESSOAIS E SOCIAIS                                                                              ","97: OUTROS SERVIÇOS                                                                                                         ","973: SERVIÇOS FUNERÁRIOS,DE CREMAÇÃO E DE SEPULTAMENTO                                                                       ",,
4189,"Fretamento                                                                                                              ",UN,732,"7: SERVIÇOS FINANCEIROS E AFINS; SERVIÇOS IMOBILIÁRIOS; SERVI- ÇOS DE LEASING E ALUGUEL                                    ","73: SERVIÇOS DE LEASING OU ALUGUEL SEM OPERADOR                                                                             ","732: SERVIÇOS DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS                                                               ",,
4197,"Divulgação Escrita / Televisada                                                                                         ",UN,844,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","84: SERVIÇOS DE TELECOMUNICAÇÕES,SERVIÇOS DE RECUPERAÇÃO E DE FORNECIMENTO DE INFORMAÇÕES                                   ","844: SERVIÇOS DE AGÊNCIAS DE NOTÍCIAS                                                                                        ",,
4200,"Serviço Técnico de Divulgação Falada (Servicos Gerais)                                                                  ",UN,844,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","84: SERVIÇOS DE TELECOMUNICAÇÕES,SERVIÇOS DE RECUPERAÇÃO E DE FORNECIMENTO DE INFORMAÇÕES                                   ","844: SERVIÇOS DE AGÊNCIAS DE NOTÍCIAS                                                                                        ",,
4219,"Divulgação Televisada (Servicos Gerais)                                                                                 ",UN,844,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","84: SERVIÇOS DE TELECOMUNICAÇÕES,SERVIÇOS DE RECUPERAÇÃO E DE FORNECIMENTO DE INFORMAÇÕES                                   ","844: SERVIÇOS DE AGÊNCIAS DE NOTÍCIAS                                                                                        ",,
4227,"Publicações Promocionais / Editais                                                                                      ",UN,836,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","83: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS                                                                   ","836: SERVIÇOS DE PUBLICIDADE                                                                                                 ",,
4235,"Aquisição de Materiais para Distribuição Gratuita                                                                       ",UN,97990,"9: SERVIÇOS DA COMUNIDADE, PESSOAIS E SOCIAIS                                                                              ","97: OUTROS SERVIÇOS                                                                                                         ","979: OUTROS SERVIÇOS DIVERSOS/MISCELÂNEA                                                                                     ","9799: OUTROS SERVIÇOS DIVERSOS/MISCELÂNEA N.C.P                                                                               ","97990: OUTROS SERVIÇOS DIVERSOS/MISCELÂNEA N.C.P                                                                               "
4243,"Assinatura de Jornais, Revistas e Periódicos                                                                            ",UN,61251,"6: SERVIÇOS DE COMÉRCIO E DISTRIB; ALOJAMENTO; SERV. DE FORNEC.DE COMIDA, BEBIDA; SERV. DE TRANSP E DISTRIB. DE UTILIDADES.","61: SERVIÇOS DO COMÉRCIO POR ATACADO                                                                                        ","612: SERVIÇOS DO COMÉRCIO POR ATACADO PRESTADO POR COMISSÃO OU   POR CONTRATO                                                ","6125: SERVIÇOS DO COMÉRCIO POR ATACADO PRESTADO POR COMISSÃO OU   POR CONTRATO,DE BENS DE CONSUMO DIVERSOS                    ","61251: SERVIÇOS DO COMÉRCIO POR ATACADO PRESTADO POR COMISSÃO O CONTRATO,DE LIVROS,REVISTAS,PERIÓDICOS E ARTIGOS DE ESCRITÓRIO "
4251,"Comunicação Telefônica - Locação / Serviço                                                                              ",UN,841,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","84: SERVIÇOS DE TELECOMUNICAÇÕES,SERVIÇOS DE RECUPERAÇÃO E DE FORNECIMENTO DE INFORMAÇÕES                                   ","841: SERVIÇOS DE TELECOMUNICAÇÕES E DE DISTRIBUIÇÃO DE PROGRAMAS                                                             ",,
4260,"Comunicação - Telex / Telégrafo                                                                                         ",UN,841,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","84: SERVIÇOS DE TELECOMUNICAÇÕES,SERVIÇOS DE RECUPERAÇÃO E DE FORNECIMENTO DE INFORMAÇÕES                                   ","841: SERVIÇOS DE TELECOMUNICAÇÕES E DE DISTRIBUIÇÃO DE PROGRAMAS                                                             ",,
4278,"Comunicação por Fac-Simile                                                                                              ",UN,841,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","84: SERVIÇOS DE TELECOMUNICAÇÕES,SERVIÇOS DE RECUPERAÇÃO E DE FORNECIMENTO DE INFORMAÇÕES                                   ","841: SERVIÇOS DE TELECOMUNICAÇÕES E DE DISTRIBUIÇÃO DE PROGRAMAS                                                             ",,
4286,"Comunicação por Correio                                                                                                 ",UN,681,"6: SERVIÇOS DE COMÉRCIO E DISTRIB; ALOJAMENTO; SERV. DE FORNEC.DE COMIDA, BEBIDA; SERV. DE TRANSP E DISTRIB. DE UTILIDADES.","68: SERVIÇO POSTAL E DE CORREIO                                                                                             ","681: SERVIÇOS POSTAL E DE CORREIO                                                                                            ",,
4294,"DESPESAS DE CARÁTER SECRETO OU RESERVADO                                                                                ",,,,,,,
4308,"Locação de Veículos - Transporte de Pessoal "" Inativo ""                                                                 ",UN,67910,"6: SERVIÇOS DE COMÉRCIO E DISTRIB; ALOJAMENTO; SERV. DE FORNEC.DE COMIDA, BEBIDA; SERV. DE TRANSP E DISTRIB. DE UTILIDADES.","67: SERVIÇOS DE TRANSPORTE AUXILIAR E DE SUPORTE                                                                            ","679: SERVIÇOS AUXILIARES E OUTROS SERVIÇOS DE TRANSPORTE AUXILIAR                                                            ","6791: SERVIÇOS DE AGENCIAMENTO DE TRANSPORTE DE CARGA E OUTROS SERVIÇOS AUXILIARES DE TRANSPORTE                              ","67910: SERVIÇOS DE AGENCIAMENTO DE TRANSPORTE DE CARGA E OUTROS SERVIÇOS AUXILIARES DE TRANSPORTE                              "
4316,"Locação de Imóvel                                                                                                       ",UN,721,"7: SERVIÇOS FINANCEIROS E AFINS; SERVIÇOS IMOBILIÁRIOS; SERVI- ÇOS DE LEASING E ALUGUEL                                    ","72: SERVIÇOS IMOBILIÁRIOS                                                                                                   ","721: SERVIÇOS IMOBILIÁRIOS RELATIVOS A LOCAÇÃO OU ARRENDAMENTO                                                               ",,
4324,"Estudos e Projetos de Instalação de Elevadores - InstalaçõesPrediais                                                    ",UN,8319,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","83: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS                                                                   ","831: SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO                                                                            ","8319: OUTROS SERVIÇOS DE GERÊNCIA/GESTÃO, EXCETO OS DE PROJETOS DECONSTRUÇÃO                                                  ",
4332,"Divulgação Escrita (Servicos Técnicos Especializados)                                                                   ",UN,841,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","84: SERVIÇOS DE TELECOMUNICAÇÕES,SERVIÇOS DE RECUPERAÇÃO E DE FORNECIMENTO DE INFORMAÇÕES                                   ","841: SERVIÇOS DE TELECOMUNICAÇÕES E DE DISTRIBUIÇÃO DE PROGRAMAS                                                             ",,
4340,"Divulgação Falada (Servicos Técnicos Especializados)                                                                    ",UN,841,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","84: SERVIÇOS DE TELECOMUNICAÇÕES,SERVIÇOS DE RECUPERAÇÃO E DE FORNECIMENTO DE INFORMAÇÕES                                   ","841: SERVIÇOS DE TELECOMUNICAÇÕES E DE DISTRIBUIÇÃO DE PROGRAMAS                                                             ",,
4359,"Divulgação Televisada (Servicos Técnicos Especializados)                                                                ",UN,841,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","84: SERVIÇOS DE TELECOMUNICAÇÕES,SERVIÇOS DE RECUPERAÇÃO E DE FORNECIMENTO DE INFORMAÇÕES                                   ","841: SERVIÇOS DE TELECOMUNICAÇÕES E DE DISTRIBUIÇÃO DE PROGRAMAS                                                             ",,
4367,"Cartazes em Geral                                                                                                       ",UN,891,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","89: OUTROS SERVIÇOS MANUFATURADOS                                                                                           ","891: SERVIÇOS DE REPRODUÇÃO, PUBLICAÇÃO E IMPRESSÃO                                                                          ",,
4375,"Organização de Congresso, Simpósio, Conferência e Exposição                                                             ",UN,951,"9: SERVIÇOS DA COMUNIDADE, PESSOAIS E SOCIAIS                                                                              ","95: SERVIÇOS DE ORGANIZAÇÕES DA SOCIADADE(ASSOCIAÇÕES)                                                                      ","951: SERVIÇOS FORNECIDOS POR ORGANIZAÇÕES COMERCIAL,DE EMPREGADORE DE PROFISSIONAIS                                          ",,
4383,"Obras Civis de Instalação de Elevadores                                                                                 ",UN,54691,"5: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","54: SERVIÇO DE CONSTRUÇÃO                                                                                                   ","546: SERVIÇOS DE INSTALAÇÃO                                                                                                  ","5469: OUTROS SERVIÇOS DE INSTALAÇÃO                                                                                           ","54691: SERVIÇOS DE INSTALAÇÃO DE ELEVADORES, ESCADAS E ESCADAS RO- LANTES                                                      "
4391,"Transporte Rodoviário - Pessoal por Coletivos (Auxílio Transporte)                                                      ",UN,641,"6: SERVIÇOS DE COMÉRCIO E DISTRIB; ALOJAMENTO; SERV. DE FORNEC.DE COMIDA, BEBIDA; SERV. DE TRANSP E DISTRIB. DE UTILIDADES.","64: SERVIÇOS DE TRANSPORTE TERRESTRE                                                                                        ","641: SERVIÇOS DE TRANSPORTE TERRESTRE DE COMBINADAS MODALIDADES                                                              ",,
4405,"Locação / Manutenção de Equipamentos Permanentes                                                                        ",UN,8715,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","87: SERVIÇOS DE MANUTENÇÃO,REPARO E INSTALAÇÃO(EXCETO DA CONSTRUÇÃO)                                                        ","871: SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS                               ","8715: SERVIÇOS DE MANUTENÇÃO E REPARO DE OUTRAS MAQUINARIAS E EQUIPAMENTOS                                                    ",
4413,"Locação de Materiais Permanentes                                                                                        ",UN,8319,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","83: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS                                                                   ","831: SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO                                                                            ","8319: OUTROS SERVIÇOS DE GERÊNCIA/GESTÃO, EXCETO OS DE PROJETOS DECONSTRUÇÃO                                                  ",
4421,"Estudos e  Projetos de  Subestações de  Energia Elétrica até69kv                                                        ",UN,8319,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","83: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS                                                                   ","831: SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO                                                                            ","8319: OUTROS SERVIÇOS DE GERÊNCIA/GESTÃO, EXCETO OS DE PROJETOS DECONSTRUÇÃO                                                  ",
4430,"Estudos e  Projetos  de  Subestações de Energia Elétrica até230kv                                                       ",UN,8319,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","83: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS                                                                   ","831: SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO                                                                            ","8319: OUTROS SERVIÇOS DE GERÊNCIA/GESTÃO, EXCETO OS DE PROJETOS DECONSTRUÇÃO                                                  ",
4448,"Estudos e  Projetos  de  Subestações de Energia Elétrica até500kv                                                       ",UN,8319,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","83: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS                                                                   ","831: SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO                                                                            ","8319: OUTROS SERVIÇOS DE GERÊNCIA/GESTÃO, EXCETO OS DE PROJETOS DECONSTRUÇÃO                                                  ",
4456,"Estudos e Projetos de Subestações de Energia Elétrica  acimade 500kv                                                    ",UN,8319,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","83: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS                                                                   ","831: SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO                                                                            ","8319: OUTROS SERVIÇOS DE GERÊNCIA/GESTÃO, EXCETO OS DE PROJETOS DECONSTRUÇÃO                                                  ",
